ID	CRISPR-Cas
ab03621	No_CRISPR
ab03622	No_CRISPR
ab03623	No_CRISPR
ab03627	No_CRISPR
ab03628	No_CRISPR
ab03629	No_CRISPR
ab03630	No_CRISPR
ab03633	No_CRISPR
ab03635	No_CRISPR
ab03636	No_CRISPR
ab03637	No_CRISPR
ab03640	No_CRISPR
ab03641	No_CRISPR
ab03642	No_CRISPR
ab03643	No_CRISPR
ab03646	No_CRISPR
ab03648	No_CRISPR
ab03651	No_CRISPR
ab03652	No_CRISPR
ab03653	No_CRISPR
ab03654	No_CRISPR
ab03656	No_CRISPR
ab03657	No_CRISPR
ab03658	No_CRISPR
ab03659	No_CRISPR
ab03660	No_CRISPR
ab03662	No_CRISPR
ab03664	No_CRISPR
ab03665	No_CRISPR
ab03668	No_CRISPR
ab03669	No_CRISPR
ab03670	No_CRISPR
ab03671	No_CRISPR
ab03672	No_CRISPR
ab03674	No_CRISPR
ab03675	No_CRISPR
ab03676	No_CRISPR
ab03677	No_CRISPR
ab03678	No_CRISPR
ab03679	No_CRISPR
ab03681	No_CRISPR
ab03682	No_CRISPR
ab03684	No_CRISPR
ab03685	No_CRISPR
ab03686	No_CRISPR
ab03687	No_CRISPR
ab03688	No_CRISPR
ab03692	No_CRISPR
ab03693	No_CRISPR
ab03694	No_CRISPR
ab03695	No_CRISPR
ab03696	No_CRISPR
ab03697	No_CRISPR
ab03698	No_CRISPR
ab03699	No_CRISPR
ab03700	No_CRISPR
ab03701	No_CRISPR
ab03702	No_CRISPR
ab03705	No_CRISPR
ab03706	No_CRISPR
ab03711	No_CRISPR
ab03712	No_CRISPR
ab03713	No_CRISPR
ab03714	No_CRISPR
ab03715	No_CRISPR
ab03716	No_CRISPR
ab03718	No_CRISPR
ab03721	No_CRISPR
ab03722	No_CRISPR
ab03723	No_CRISPR
ab03724	No_CRISPR
ab03725	No_CRISPR
ab03726	No_CRISPR
ab03727	No_CRISPR
ab03729	No_CRISPR
ab03731	No_CRISPR
ab03734	No_CRISPR
ab03735	No_CRISPR
ab03736	No_CRISPR
ab03737	No_CRISPR
ab03739	No_CRISPR
ab03740	No_CRISPR
ab03741	No_CRISPR
ab03742	No_CRISPR
ab03743	No_CRISPR
ab03744	No_CRISPR
ab03745	No_CRISPR
ab03746	No_CRISPR
ab03747	No_CRISPR
ab03748	No_CRISPR
ab03749	No_CRISPR
ab03750	No_CRISPR
ab03754	No_CRISPR
ab03755	No_CRISPR
ab03756	No_CRISPR
ab03757	No_CRISPR
ab03760	No_CRISPR
ab03761	No_CRISPR
ab03762	No_CRISPR
ab03763	No_CRISPR
ab03765	No_CRISPR
ab03766	No_CRISPR
ab03767	No_CRISPR
ab03768	No_CRISPR
ab03769	No_CRISPR
ab03770	No_CRISPR
ab03771	No_CRISPR
ab03773	No_CRISPR
ab03774	No_CRISPR
ab03776	No_CRISPR
ab03777	No_CRISPR
ab03781	No_CRISPR
ab03782	No_CRISPR
ab03783	No_CRISPR
ab03784	No_CRISPR
ab03785	No_CRISPR
ab03786	No_CRISPR
ab03787	No_CRISPR
ab03788	No_CRISPR
ab03789	No_CRISPR
ab03790	No_CRISPR
ab03791	No_CRISPR
ab03792	No_CRISPR
ab03793	No_CRISPR
ab03794	No_CRISPR
ab03795	No_CRISPR
ab03796	No_CRISPR
ab03797	No_CRISPR
ab03798	No_CRISPR
ab03799	No_CRISPR
ab03800	No_CRISPR
ab03801	No_CRISPR
ab03802	No_CRISPR
ab03803	No_CRISPR
ab03804	No_CRISPR
ab03805	No_CRISPR
ab03807	No_CRISPR
ab03808	No_CRISPR
ab03809	No_CRISPR
ab03810	No_CRISPR
ab03811	No_CRISPR
ab03812	No_CRISPR
ab03813	No_CRISPR
ab03814	No_CRISPR
ab03815	No_CRISPR
ab03816	No_CRISPR
ab03817	No_CRISPR
ab03818	No_CRISPR
ab03819	No_CRISPR
ab03820	No_CRISPR
ab03821	No_CRISPR
ab03822	No_CRISPR
ab03823	No_CRISPR
ab03824	No_CRISPR
ab03825	No_CRISPR
ab03826	No_CRISPR
ab03828	No_CRISPR
ab03830	No_CRISPR
ab03831	No_CRISPR
ab03834	No_CRISPR
ab03836	No_CRISPR
ab03837	No_CRISPR
ab03838	No_CRISPR
ab03839	No_CRISPR
ab03840	No_CRISPR
ab03841	No_CRISPR
ab03842	No_CRISPR
ab03843	No_CRISPR
ab03844	No_CRISPR
ab03845	No_CRISPR
ab03846	No_CRISPR
ab03847	No_CRISPR
ab03848	No_CRISPR
ab03849	No_CRISPR
ab03850	No_CRISPR
ab03851	No_CRISPR
ab03852	No_CRISPR
ab03853	No_CRISPR
ab03854	No_CRISPR
ab03855	No_CRISPR
ab03856	No_CRISPR
ab03857	No_CRISPR
ab03858	No_CRISPR
ab03859	No_CRISPR
ab03860	No_CRISPR
ab03861	No_CRISPR
ab03865	No_CRISPR
ab03866	No_CRISPR
ab03867	No_CRISPR
ab03868	No_CRISPR
ab03869	No_CRISPR
ab03871	No_CRISPR
ab03872	No_CRISPR
ab03873	No_CRISPR
ab03874	No_CRISPR
ab03876	No_CRISPR
ab03878	No_CRISPR
ab03879	No_CRISPR
ab03881	No_CRISPR
ab03884	No_CRISPR
ab03885	No_CRISPR
ab03888	No_CRISPR
ab03889	No_CRISPR
ab03890	No_CRISPR
ab03891	No_CRISPR
ab03892	No_CRISPR
ab03893	No_CRISPR
ab03894	No_CRISPR
ab03895	No_CRISPR
ab03896	No_CRISPR
ab03897	No_CRISPR
ab03898	No_CRISPR
ab03899	No_CRISPR
ab03900	No_CRISPR
ab03901	No_CRISPR
ab03902	No_CRISPR
ab03903	No_CRISPR
ab03904	No_CRISPR
ab03905	No_CRISPR
ab03906	No_CRISPR
ab03907	No_CRISPR
ab03908	No_CRISPR
ab03909	No_CRISPR
ab03911	No_CRISPR
ab03912	No_CRISPR
ab03914	No_CRISPR
ab03916	No_CRISPR
ab03917	No_CRISPR
ab03918	No_CRISPR
ab03919	No_CRISPR
ab03920	No_CRISPR
ab03921	No_CRISPR
ab03922	No_CRISPR
ab03923	No_CRISPR
ab03924	No_CRISPR
ab03925	No_CRISPR
ab03926	No_CRISPR
ab03927	No_CRISPR
ab03928	No_CRISPR
ab03929	No_CRISPR
ab03931	No_CRISPR
ab03932	No_CRISPR
ab03933	No_CRISPR
ab03934	No_CRISPR
ab03935	No_CRISPR
ab03936	No_CRISPR
ab03937	No_CRISPR
ab03938	No_CRISPR
ab03939	No_CRISPR
ab03941	No_CRISPR
ab03942	No_CRISPR
ab03943	No_CRISPR
ab03944	No_CRISPR
ab03945	No_CRISPR
ab03946	No_CRISPR
ab03947	No_CRISPR
ab03948	No_CRISPR
ab03949	No_CRISPR
ab03950	No_CRISPR
ab03951	No_CRISPR
ab03952	No_CRISPR
ab03953	No_CRISPR
ab03954	No_CRISPR
ab03955	No_CRISPR
ab03956	No_CRISPR
ab03957	No_CRISPR
ab03958	No_CRISPR
ab03959	No_CRISPR
ab03960	No_CRISPR
ab03961	No_CRISPR
ab03962	No_CRISPR
ab03963	No_CRISPR
ab03964	No_CRISPR
ab03965	No_CRISPR
ab03966	No_CRISPR
ab03967	No_CRISPR
ab03968	No_CRISPR
ab03970	No_CRISPR
ab03971	No_CRISPR
ab03972	No_CRISPR
ab03973	No_CRISPR
ab03974	No_CRISPR
ab03975	No_CRISPR
ab03976	No_CRISPR
ab03977	No_CRISPR
ab03978	No_CRISPR
ab03979	No_CRISPR
ab03980	No_CRISPR
ab03981	No_CRISPR
ab03982	No_CRISPR
ab03983	No_CRISPR
ab03984	No_CRISPR
ab03985	No_CRISPR
ab03986	No_CRISPR
ab03987	No_CRISPR
ab03990	No_CRISPR
ab03991	No_CRISPR
ab03992	No_CRISPR
ab03993	No_CRISPR
ab03994	No_CRISPR
ab03995	No_CRISPR
ab03996	No_CRISPR
ab03997	No_CRISPR
ab03998	No_CRISPR
ab03999	No_CRISPR
ab04000	No_CRISPR
ab04001	No_CRISPR
ab04002	No_CRISPR
ab04003	No_CRISPR
ab04004	No_CRISPR
ab04005	No_CRISPR
ab04006	No_CRISPR
ab04007	No_CRISPR
ab04008	No_CRISPR
ab04009	No_CRISPR
ab04010	No_CRISPR
ab04011	No_CRISPR
ab04012	No_CRISPR
ab04013	No_CRISPR
ab04014	No_CRISPR
ab04015	No_CRISPR
ab04016	No_CRISPR
ab04017	No_CRISPR
ab04018	No_CRISPR
ab04019	No_CRISPR
ab04020	No_CRISPR
ab04021	No_CRISPR
ab04022	No_CRISPR
ab04024	No_CRISPR
ab04025	No_CRISPR
ab04026	No_CRISPR
ab04027	No_CRISPR
ab04028	No_CRISPR
ab04029	No_CRISPR
ab04030	No_CRISPR
ab04031	No_CRISPR
ab04032	No_CRISPR
ab04033	No_CRISPR
ab04034	No_CRISPR
ab04035	No_CRISPR
ab04036	No_CRISPR
ab04037	No_CRISPR
ab04038	No_CRISPR
ab04039	No_CRISPR
ab04040	No_CRISPR
ab04041	No_CRISPR
ab04042	No_CRISPR
ab04043	No_CRISPR
ab04044	No_CRISPR
ab04045	No_CRISPR
ab04046	No_CRISPR
ab04047	No_CRISPR
ab04048	No_CRISPR
ab04049	No_CRISPR
ab04050	No_CRISPR
ab04051	No_CRISPR
ab04052	No_CRISPR
ab04053	No_CRISPR
ab04054	No_CRISPR
ab04055	No_CRISPR
ab04056	No_CRISPR
ab04057	No_CRISPR
ab04058	No_CRISPR
ab04059	No_CRISPR
ab04060	No_CRISPR
ab04061	No_CRISPR
ab04062	No_CRISPR
ab04063	No_CRISPR
ab04064	No_CRISPR
ab04065	No_CRISPR
ab04066	No_CRISPR
ab04067	No_CRISPR
ab04068	No_CRISPR
ab04069	No_CRISPR
ab04070	No_CRISPR
ab04071	No_CRISPR
ab04072	No_CRISPR
ab04073	No_CRISPR
ab04074	No_CRISPR
ab04075	No_CRISPR
ab04076	No_CRISPR
ab04077	No_CRISPR
ab04078	No_CRISPR
ab04079	No_CRISPR
ab04080	No_CRISPR
ab04081	No_CRISPR
ab04082	No_CRISPR
ab04083	No_CRISPR
ab04084	No_CRISPR
ab04085	No_CRISPR
ab04086	No_CRISPR
ab04087	No_CRISPR
ab04088	No_CRISPR
ab04089	No_CRISPR
ab04090	No_CRISPR
ab04091	No_CRISPR
ab04092	No_CRISPR
ab04093	No_CRISPR
ab04094	No_CRISPR
ab04095	No_CRISPR
ab04096	No_CRISPR
ab04097	No_CRISPR
ab04098	No_CRISPR
ab04099	No_CRISPR
ab04100	No_CRISPR
ab04101	No_CRISPR
ab04102	No_CRISPR
ab04103	No_CRISPR
ab04104	No_CRISPR
ab04105	No_CRISPR
ab04106	No_CRISPR
ab04107	No_CRISPR
ab04108	No_CRISPR
ab04109	No_CRISPR
ab04110	No_CRISPR
ab04111	No_CRISPR
ab04112	No_CRISPR
ab04113	No_CRISPR
ab04114	No_CRISPR
ab04115	No_CRISPR
ab04116	No_CRISPR
ab04117	No_CRISPR
ab04118	No_CRISPR
ab04119	No_CRISPR
ab04120	No_CRISPR
ab04121	No_CRISPR
ab04122	No_CRISPR
ab04123	No_CRISPR
ab04124	No_CRISPR
ab04125	No_CRISPR
ab04126	No_CRISPR
ab04127	No_CRISPR
ab04128	No_CRISPR
ab04129	No_CRISPR
ab04130	No_CRISPR
ab04131	No_CRISPR
ab04132	No_CRISPR
ab04133	No_CRISPR
ab04134	No_CRISPR
ab04135	No_CRISPR
ab04136	No_CRISPR
ab04137	No_CRISPR
ab04138	No_CRISPR
ab04139	No_CRISPR
ab04140	No_CRISPR
ab04141	No_CRISPR
ab04142	No_CRISPR
ab04143	No_CRISPR
ab04144	No_CRISPR
ab04145	No_CRISPR
ab04146	No_CRISPR
ab04147	No_CRISPR
ab04148	No_CRISPR
ab04149	No_CRISPR
ab04150	No_CRISPR
ab04151	No_CRISPR
ab04152	No_CRISPR
ab04153	No_CRISPR
ab04154	No_CRISPR
ab04155	No_CRISPR
ab04156	No_CRISPR
ab04157	No_CRISPR
ab04158	No_CRISPR
ab04159	No_CRISPR
ab04160	No_CRISPR
ab04161	No_CRISPR
ab04162	No_CRISPR
ab04163	No_CRISPR
ab04164	No_CRISPR
ab04165	No_CRISPR
ab04166	No_CRISPR
ab04167	No_CRISPR
ab04168	No_CRISPR
ab04169	No_CRISPR
ab04170	No_CRISPR
ab04171	No_CRISPR
ab04172	No_CRISPR
ab04173	No_CRISPR
ab04174	No_CRISPR
ab04175	No_CRISPR
ab04176	No_CRISPR
ab04177	No_CRISPR
ab04178	No_CRISPR
ab04179	No_CRISPR
ab04180	No_CRISPR
ab04181	No_CRISPR
ab04183	No_CRISPR
ab04184	No_CRISPR
ab04185	No_CRISPR
ab04186	No_CRISPR
ab04187	No_CRISPR
ab04188	No_CRISPR
ab04189	No_CRISPR
ab04190	No_CRISPR
ab04191	No_CRISPR
ab04192	No_CRISPR
ab04193	No_CRISPR
ab04194	No_CRISPR
ab04195	No_CRISPR
ab04196	No_CRISPR
ab04197	No_CRISPR
ab04198	No_CRISPR
ab04199	No_CRISPR
ab04200	No_CRISPR
ab04201	No_CRISPR
ab04202	No_CRISPR
ab04203	No_CRISPR
ab04204	No_CRISPR
ab04205	No_CRISPR
ab04206	No_CRISPR
ab04207	No_CRISPR
ab04208	No_CRISPR
ab04209	No_CRISPR
ab04210	No_CRISPR
ab04211	No_CRISPR
ab04212	No_CRISPR
ab04213	No_CRISPR
ab04214	No_CRISPR
ab04215	No_CRISPR
ab04216	No_CRISPR
ab04217	No_CRISPR
ab04218	No_CRISPR
ab04219	No_CRISPR
ab04220	No_CRISPR
ab04221	No_CRISPR
ab04222	No_CRISPR
ab04223	No_CRISPR
ab04224	No_CRISPR
ab04225	No_CRISPR
ab04226	No_CRISPR
ab04227	No_CRISPR
ab04228	No_CRISPR
ab04229	No_CRISPR
ab04230	No_CRISPR
ab04231	No_CRISPR
ab04232	No_CRISPR
ab04233	No_CRISPR
ab04234	No_CRISPR
ab04235	No_CRISPR
ab04236	No_CRISPR
ab04237	No_CRISPR
ab04238	No_CRISPR
ab04239	No_CRISPR
ab04240	No_CRISPR
ab04241	No_CRISPR
ab04242	No_CRISPR
ab04243	No_CRISPR
ab04244	No_CRISPR
ab04245	No_CRISPR
ab04246	No_CRISPR
ab04247	No_CRISPR
ab04248	No_CRISPR
ab04249	No_CRISPR
ab04250	No_CRISPR
ab04251	No_CRISPR
ab04252	No_CRISPR
ab04253	No_CRISPR
ab04255	No_CRISPR
ab04256	No_CRISPR
ab04257	No_CRISPR
ab04258	No_CRISPR
ab04259	No_CRISPR
ab04260	No_CRISPR
ab04261	No_CRISPR
ab04262	No_CRISPR
ab04263	No_CRISPR
ab04264	No_CRISPR
ab04265	No_CRISPR
ab04266	No_CRISPR
ab04267	No_CRISPR
ab04268	No_CRISPR
ab04269	No_CRISPR
ab04270	No_CRISPR
ab04271	No_CRISPR
ab04272	No_CRISPR
ab04273	No_CRISPR
ab04274	No_CRISPR
ab04275	No_CRISPR
ab04276	No_CRISPR
ab04277	No_CRISPR
ab04278	No_CRISPR
ab04279	No_CRISPR
ab04281	No_CRISPR
ab04283	No_CRISPR
ab04284	No_CRISPR
ab04285	No_CRISPR
ab04287	No_CRISPR
ab04288	No_CRISPR
ab04289	No_CRISPR
ab04290	No_CRISPR
ab04292	No_CRISPR
ab04295	No_CRISPR
ab04297	No_CRISPR
ab04299	No_CRISPR
ab04300	No_CRISPR
ab04301	No_CRISPR
ab04302	No_CRISPR
ab04303	No_CRISPR
ab04304	No_CRISPR
ab04307	No_CRISPR
ab04308	No_CRISPR
ab04309	No_CRISPR
ab04310	No_CRISPR
ab04311	No_CRISPR
ab04312	No_CRISPR
ab04313	No_CRISPR
ab04314	No_CRISPR
ab04315	No_CRISPR
ab04316	No_CRISPR
ab04317	No_CRISPR
ab04319	No_CRISPR
ab04320	No_CRISPR
ab04321	No_CRISPR
ab04322	No_CRISPR
ab04323	No_CRISPR
ab04324	No_CRISPR
ab04325	No_CRISPR
ab04326	No_CRISPR
ab04327	No_CRISPR
ab04328	No_CRISPR
ab04329	No_CRISPR
ab04330	No_CRISPR
ab04331	No_CRISPR
ab04332	No_CRISPR
ab04333	No_CRISPR
ab04334	No_CRISPR
ab04335	No_CRISPR
ab04336	No_CRISPR
ab04337	No_CRISPR
ab04338	No_CRISPR
ab04339	No_CRISPR
ab04340	No_CRISPR
ab04341	No_CRISPR
ab04342	No_CRISPR
ab04344	No_CRISPR
ab04345	No_CRISPR
ab04346	No_CRISPR
ab04347	No_CRISPR
ab04348	No_CRISPR
ab04349	No_CRISPR
ab04350	No_CRISPR
ab04351	No_CRISPR
ab04352	No_CRISPR
ab04353	No_CRISPR
ab04354	No_CRISPR
ab04355	No_CRISPR
ab04356	No_CRISPR
ab04358	No_CRISPR
ab04359	No_CRISPR
ab04361	No_CRISPR
ab04362	No_CRISPR
ab04363	No_CRISPR
ab04364	No_CRISPR
ab04365	No_CRISPR
ab04366	No_CRISPR
ab04367	No_CRISPR
ab04368	No_CRISPR
ab04369	No_CRISPR
ab04370	No_CRISPR
ab04371	No_CRISPR
ab04372	No_CRISPR
ab04373	No_CRISPR
ab04374	No_CRISPR
ab04375	No_CRISPR
ab04376	No_CRISPR
ab04377	No_CRISPR
ab04378	No_CRISPR
ab04379	No_CRISPR
ab04380	No_CRISPR
ab04381	No_CRISPR
ab04382	No_CRISPR
ab04383	No_CRISPR
ab04384	No_CRISPR
ab04385	No_CRISPR
ab04386	No_CRISPR
ab04387	No_CRISPR
ab04388	No_CRISPR
ab04389	No_CRISPR
ab04390	No_CRISPR
ab04391	No_CRISPR
ab04392	No_CRISPR
ab04393	No_CRISPR
ab04394	No_CRISPR
ab04395	No_CRISPR
ab04396	No_CRISPR
ab04397	No_CRISPR
ab04398	No_CRISPR
ab04399	No_CRISPR
ab04400	No_CRISPR
ab04401	No_CRISPR
ab04402	No_CRISPR
ab04403	No_CRISPR
ab04404	No_CRISPR
ab04405	No_CRISPR
ab04406	No_CRISPR
ab04407	No_CRISPR
ab04408	No_CRISPR
ab04409	No_CRISPR
ab04410	No_CRISPR
ab04411	No_CRISPR
ab04412	No_CRISPR
ab04413	No_CRISPR
ab04414	No_CRISPR
ab04415	No_CRISPR
ab04416	No_CRISPR
ab04417	No_CRISPR
ab04418	No_CRISPR
ab04419	No_CRISPR
ab04420	No_CRISPR
ab04421	No_CRISPR
ab04422	No_CRISPR
ab04423	No_CRISPR
ab04424	No_CRISPR
ab04425	No_CRISPR
ab04426	No_CRISPR
ab04427	No_CRISPR
ab04428	No_CRISPR
ab04429	No_CRISPR
ab04430	No_CRISPR
ab04431	No_CRISPR
ab04432	No_CRISPR
ab04433	No_CRISPR
ab04434	No_CRISPR
ab04435	No_CRISPR
ab04436	No_CRISPR
ab04437	No_CRISPR
ab04438	No_CRISPR
ab04439	No_CRISPR
ab04440	No_CRISPR
ab04441	No_CRISPR
ab04442	No_CRISPR
ab04443	No_CRISPR
ab04444	No_CRISPR
ab04445	No_CRISPR
ab04446	No_CRISPR
ab04447	No_CRISPR
ab04448	No_CRISPR
ab04449	No_CRISPR
ab04450	No_CRISPR
ab04451	No_CRISPR
ab04452	No_CRISPR
ab04453	No_CRISPR
ab04454	No_CRISPR
ab04455	No_CRISPR
ab04456	No_CRISPR
ab04457	No_CRISPR
ab04458	No_CRISPR
ab04459	No_CRISPR
ab04460	No_CRISPR
ab04461	No_CRISPR
ab04462	No_CRISPR
ab04463	No_CRISPR
ab04464	No_CRISPR
ab04465	No_CRISPR
ab04466	No_CRISPR
ab04467	No_CRISPR
ab04468	No_CRISPR
ab04469	No_CRISPR
ab04470	No_CRISPR
ab04471	No_CRISPR
ab04472	No_CRISPR
ab04473	No_CRISPR
ab04474	No_CRISPR
ab04475	No_CRISPR
ab04476	No_CRISPR
ab04477	No_CRISPR
ab04478	No_CRISPR
ab04479	No_CRISPR
ab04480	No_CRISPR
ab04481	No_CRISPR
ab04482	No_CRISPR
ab04483	No_CRISPR
ab04484	No_CRISPR
ab04485	No_CRISPR
ab04486	No_CRISPR
ab04487	No_CRISPR
ab04488	No_CRISPR
ab04489	No_CRISPR
ab04490	No_CRISPR
ab04491	No_CRISPR
ab04492	No_CRISPR
ab04493	No_CRISPR
ab04494	No_CRISPR
ab04495	No_CRISPR
ab04496	No_CRISPR
ab04497	No_CRISPR
ab04498	No_CRISPR
ab04499	No_CRISPR
ab04500	No_CRISPR
ab04501	No_CRISPR
ab04502	No_CRISPR
ab04503	No_CRISPR
ab04504	No_CRISPR
ab04505	No_CRISPR
ab04506	No_CRISPR
ab04507	No_CRISPR
ab04508	No_CRISPR
ab04514	No_CRISPR
ab04515	No_CRISPR
ab04519	No_CRISPR
ab04520	No_CRISPR
ab04521	No_CRISPR
ab04522	No_CRISPR
ab04523	No_CRISPR
ab04524	No_CRISPR
ab04525	No_CRISPR
ab04526	No_CRISPR
ab04527	No_CRISPR
ab04528	No_CRISPR
ab04529	No_CRISPR
ab04530	No_CRISPR
ab04531	No_CRISPR
ab04532	No_CRISPR
ab04533	No_CRISPR
ab04534	No_CRISPR
ab04535	No_CRISPR
ab04536	No_CRISPR
ab04537	No_CRISPR
ab04538	No_CRISPR
ab04539	No_CRISPR
ab04540	No_CRISPR
ab04541	No_CRISPR
ab04542	No_CRISPR
ab04543	No_CRISPR
ab04544	No_CRISPR
ab04545	No_CRISPR
ab04546	No_CRISPR
ab04547	No_CRISPR
ab04548	No_CRISPR
ab04549	No_CRISPR
ab04550	No_CRISPR
ab04551	No_CRISPR
ab04552	No_CRISPR
ab04553	No_CRISPR
ab04554	No_CRISPR
ab04555	No_CRISPR
ab04556	No_CRISPR
ab04557	No_CRISPR
ab04558	No_CRISPR
ab04559	No_CRISPR
ab04560	No_CRISPR
ab04561	No_CRISPR
ab04562	No_CRISPR
ab04563	No_CRISPR
ab04564	No_CRISPR
ab04565	No_CRISPR
ab04566	No_CRISPR
ab04567	No_CRISPR
ab04568	No_CRISPR
ab04569	No_CRISPR
ab04570	No_CRISPR
ab04571	No_CRISPR
ab04572	No_CRISPR
ab04573	No_CRISPR
ab04574	No_CRISPR
ab04575	No_CRISPR
ab04576	No_CRISPR
ab04577	No_CRISPR
ab04578	No_CRISPR
ab04579	No_CRISPR
ab04580	No_CRISPR
ab04581	No_CRISPR
ab04582	No_CRISPR
ab04583	No_CRISPR
ab04584	No_CRISPR
ab04585	No_CRISPR
ab04586	No_CRISPR
ab04587	No_CRISPR
ab04588	No_CRISPR
ab04589	No_CRISPR
ab04590	No_CRISPR
ab04591	No_CRISPR
ab04592	No_CRISPR
ab04593	No_CRISPR
ab04594	No_CRISPR
ab04595	No_CRISPR
ab04596	No_CRISPR
ab04597	No_CRISPR
ab04598	No_CRISPR
ab04599	No_CRISPR
ab04600	No_CRISPR
ab04601	No_CRISPR
ab04602	No_CRISPR
ab04603	No_CRISPR
ab04604	No_CRISPR
ab04605	No_CRISPR
ab04606	No_CRISPR
ab04607	No_CRISPR
ab04608	No_CRISPR
ab04609	No_CRISPR
ab04610	No_CRISPR
ab04611	No_CRISPR
ab04612	No_CRISPR
ab04613	No_CRISPR
ab04614	No_CRISPR
ab04615	No_CRISPR
ab04616	No_CRISPR
ab04617	No_CRISPR
ab04618	No_CRISPR
ab04619	No_CRISPR
ab04620	No_CRISPR
ab04621	No_CRISPR
ab04622	No_CRISPR
ab04623	No_CRISPR
ab04624	No_CRISPR
ab04625	No_CRISPR
ab04626	No_CRISPR
ab04627	No_CRISPR
ab04628	No_CRISPR
ab04629	No_CRISPR
ab04630	No_CRISPR
ab04631	No_CRISPR
ab04632	No_CRISPR
ab04633	No_CRISPR
ab04634	No_CRISPR
ab04635	No_CRISPR
ab04636	No_CRISPR
ab04637	No_CRISPR
ab04638	No_CRISPR
ab04639	No_CRISPR
ab04640	No_CRISPR
ab04641	No_CRISPR
ab04642	No_CRISPR
ab04643	No_CRISPR
ab04644	No_CRISPR
ab04645	No_CRISPR
ab04646	No_CRISPR
ab04647	No_CRISPR
ab04648	No_CRISPR
ab04649	No_CRISPR
ab04650	No_CRISPR
ab04651	No_CRISPR
ab04652	No_CRISPR
ab04653	No_CRISPR
ab04654	No_CRISPR
ab04655	No_CRISPR
ab04656	No_CRISPR
ab04657	No_CRISPR
ab04658	No_CRISPR
ab04659	No_CRISPR
ab04660	No_CRISPR
ab04661	No_CRISPR
ab04662	No_CRISPR
ab04663	No_CRISPR
ab04664	No_CRISPR
ab04665	No_CRISPR
ab04666	No_CRISPR
ab04667	No_CRISPR
ab04668	No_CRISPR
ab04669	No_CRISPR
ab04670	No_CRISPR
ab04671	No_CRISPR
ab04672	No_CRISPR
ab04673	No_CRISPR
ab04674	No_CRISPR
ab04675	No_CRISPR
ab04676	No_CRISPR
ab04677	No_CRISPR
ab04678	No_CRISPR
ab04679	No_CRISPR
ab04680	No_CRISPR
ab04681	No_CRISPR
ab04682	No_CRISPR
ab04683	No_CRISPR
ab04684	No_CRISPR
ab04685	No_CRISPR
ab04686	No_CRISPR
ab04687	No_CRISPR
ab04688	No_CRISPR
ab04689	No_CRISPR
ab04690	No_CRISPR
ab04691	No_CRISPR
ab04692	No_CRISPR
ab04693	No_CRISPR
ab04694	No_CRISPR
ab04695	No_CRISPR
ab04696	No_CRISPR
ab04697	No_CRISPR
ab04698	No_CRISPR
ab04699	No_CRISPR
ab04700	No_CRISPR
ab04701	No_CRISPR
ab04702	No_CRISPR
ab04703	No_CRISPR
ab04704	No_CRISPR
ab04705	No_CRISPR
ab04706	No_CRISPR
ab04707	No_CRISPR
ab04708	No_CRISPR
ab04709	No_CRISPR
ab04710	No_CRISPR
ab04711	No_CRISPR
ab04712	No_CRISPR
ab04713	No_CRISPR
ab04714	No_CRISPR
ab04715	No_CRISPR
ab04716	No_CRISPR
ab04717	No_CRISPR
ab04718	No_CRISPR
ab04719	No_CRISPR
ab04720	No_CRISPR
ab04721	No_CRISPR
ab04722	No_CRISPR
ab04723	No_CRISPR
ab04724	No_CRISPR
ab04725	No_CRISPR
ab04726	No_CRISPR
ab04727	No_CRISPR
ab04728	No_CRISPR
ab04729	No_CRISPR
ab04730	No_CRISPR
ab04731	No_CRISPR
ab04732	No_CRISPR
ab04733	No_CRISPR
ab04734	No_CRISPR
ab04735	No_CRISPR
ab04736	No_CRISPR
ab04737	No_CRISPR
ab04738	No_CRISPR
ab04739	No_CRISPR
ab04740	No_CRISPR
ab04741	No_CRISPR
ab04742	No_CRISPR
ab04743	No_CRISPR
ab04744	No_CRISPR
ab04745	No_CRISPR
ab04746	No_CRISPR
ab04747	No_CRISPR
ab04748	No_CRISPR
ab04749	No_CRISPR
ab04750	No_CRISPR
ab04751	No_CRISPR
ab04752	No_CRISPR
ab04753	No_CRISPR
ab04754	No_CRISPR
ab04755	No_CRISPR
ab04756	No_CRISPR
ab04757	No_CRISPR
ab04758	No_CRISPR
ab04759	No_CRISPR
ab04760	No_CRISPR
ab04761	No_CRISPR
ab04762	No_CRISPR
ab04763	No_CRISPR
ab04764	No_CRISPR
ab04765	No_CRISPR
ab04766	No_CRISPR
ab04767	No_CRISPR
ab04768	No_CRISPR
ab04769	No_CRISPR
ab04770	No_CRISPR
ab04771	No_CRISPR
ab04772	No_CRISPR
ab04773	No_CRISPR
ab04774	No_CRISPR
ab04775	No_CRISPR
ab04776	No_CRISPR
ab04777	No_CRISPR
ab04778	No_CRISPR
ab04779	No_CRISPR
ab04780	No_CRISPR
ab04781	No_CRISPR
ab04782	No_CRISPR
ab04783	No_CRISPR
ab04784	No_CRISPR
ab04785	No_CRISPR
ab04786	No_CRISPR
ab04787	No_CRISPR
ab04788	No_CRISPR
ab04789	No_CRISPR
ab04790	No_CRISPR
ab04791	No_CRISPR
ab04792	No_CRISPR
ab04793	No_CRISPR
ab04794	No_CRISPR
